Year,Average Age Range,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2015,0-9 Years Old,5.0,713.0,Los Angeles,Northwest,Santa Clarita City
2015,10-19 Years Old,5.0,678.0,Los Angeles,Northwest,Santa Clarita City
2015,20-29 Years Old,4.0,742.0,Los Angeles,Northwest,Santa Clarita City
2015,30-39 Years Old,4.0,676.0,Los Angeles,Northwest,Santa Clarita City
2015,40-49 Years Old,4.0,691.0,Los Angeles,Northwest,Santa Clarita City
2015,50-59 Years Old,3.0,418.0,Los Angeles,Northwest,Santa Clarita City
2015,60-69 Years Old,3.0,294.0,Los Angeles,Northwest,Santa Clarita City
2015,70-79 Years Old,3.0,419.0,Los Angeles,Northwest,Santa Clarita City
2015,80-89 Years Old,2.0,575.0,Los Angeles,Northwest,Santa Clarita City
2015,90-99 Years Old,2.0,258.0,Los Angeles,Northwest,Santa Clarita City
2016,0-9 Years Old,4.0,713.0,Los Angeles,Northwest,Santa Clarita City
2016,10-19 Years Old,5.0,678.0,Los Angeles,Northwest,Santa Clarita City
2016,20-29 Years Old,4.0,742.0,Los Angeles,Northwest,Santa Clarita City
2016,30-39 Years Old,4.0,676.0,Los Angeles,Northwest,Santa Clarita City
2016,40-49 Years Old,4.0,691.0,Los Angeles,Northwest,Santa Clarita City
2016,50-59 Years Old,3.0,418.0,Los Angeles,Northwest,Santa Clarita City
2016,60-69 Years Old,3.0,294.0,Los Angeles,Northwest,Santa Clarita City
2016,70-79 Years Old,2.0,419.0,Los Angeles,Northwest,Santa Clarita City
2016,80-89 Years Old,3.0,575.0,Los Angeles,Northwest,Santa Clarita City
2016,90-99 Years Old,3.0,258.0,Los Angeles,Northwest,Santa Clarita City
2017,0-9 Years Old,5.0,713.0,Los Angeles,Northwest,Santa Clarita City
2017,10-19 Years Old,5.0,678.0,Los Angeles,Northwest,Santa Clarita City
2017,20-29 Years Old,4.0,742.0,Los Angeles,Northwest,Santa Clarita City
2017,30-39 Years Old,4.0,676.0,Los Angeles,Northwest,Santa Clarita City
2017,40-49 Years Old,4.0,691.0,Los Angeles,Northwest,Santa Clarita City
2017,50-59 Years Old,3.0,418.0,Los Angeles,Northwest,Santa Clarita City
2017,60-69 Years Old,2.0,294.0,Los Angeles,Northwest,Santa Clarita City
2017,70-79 Years Old,3.0,419.0,Los Angeles,Northwest,Santa Clarita City
2017,80-89 Years Old,2.0,575.0,Los Angeles,Northwest,Santa Clarita City
2017,90-99 Years Old,2.0,258.0,Los Angeles,Northwest,Santa Clarita City
2018,0-9 Years Old,5.0,661.0,Los Angeles,Northwest,Santa Clarita City
2018,10-19 Years Old,5.0,465.0,Los Angeles,Northwest,Santa Clarita City
2018,20-29 Years Old,4.0,782.0,Los Angeles,Northwest,Santa Clarita City
2018,30-39 Years Old,4.0,664.0,Los Angeles,Northwest,Santa Clarita City
2018,40-49 Years Old,4.0,458.0,Los Angeles,Northwest,Santa Clarita City
2018,50-59 Years Old,3.0,455.0,Los Angeles,Northwest,Santa Clarita City
2018,60-69 Years Old,2.0,392.0,Los Angeles,Northwest,Santa Clarita City
2018,70-79 Years Old,3.0,260.0,Los Angeles,Northwest,Santa Clarita City
2018,80-89 Years Old,2.0,258.0,Los Angeles,Northwest,Santa Clarita City
2018,90-99 Years Old,2.0,792.0,Los Angeles,Northwest,Santa Clarita City
2019,0-9 Years Old,5.0,594.0,Los Angeles,Northwest,Santa Clarita City
2019,10-19 Years Old,4.0,672.0,Los Angeles,Northwest,Santa Clarita City
2019,20-29 Years Old,4.0,829.0,Los Angeles,Northwest,Santa Clarita City
2019,30-39 Years Old,4.0,731.0,Los Angeles,Northwest,Santa Clarita City
2019,40-49 Years Old,4.0,511.0,Los Angeles,Northwest,Santa Clarita City
2019,50-59 Years Old,3.0,449.0,Los Angeles,Northwest,Santa Clarita City
2019,60-69 Years Old,3.0,284.0,Los Angeles,Northwest,Santa Clarita City
2019,70-79 Years Old,2.0,188.0,Los Angeles,Northwest,Santa Clarita City
2019,80-89 Years Old,2.0,346.0,Los Angeles,Northwest,Santa Clarita City
2019,90-99 Years Old,3.0,393.0,Los Angeles,Northwest,Santa Clarita City
2015,0-9 Years Old,5.0,751.0,Los Angeles,South Central,Carson City
2015,10-19 Years Old,5.0,464.0,Los Angeles,South Central,Carson City
2015,20-29 Years Old,4.0,588.0,Los Angeles,South Central,Carson City
2015,30-39 Years Old,5.0,541.0,Los Angeles,South Central,Carson City
2015,40-49 Years Old,5.0,461.0,Los Angeles,South Central,Carson City
2015,50-59 Years Old,4.0,445.0,Los Angeles,South Central,Carson City
2015,60-69 Years Old,4.0,108.0,Los Angeles,South Central,Carson City
2015,70-79 Years Old,3.0,46.0,Los Angeles,South Central,Carson City
2015,80-89 Years Old,3.0,68.0,Los Angeles,South Central,Carson City
2015,90-99 Years Old,2.0,0.0,Los Angeles,South Central,Carson City
2016,0-9 Years Old,5.0,751.0,Los Angeles,South Central,Carson City
2016,10-19 Years Old,5.0,464.0,Los Angeles,South Central,Carson City
2016,20-29 Years Old,5.0,588.0,Los Angeles,South Central,Carson City
2016,30-39 Years Old,4.0,541.0,Los Angeles,South Central,Carson City
2016,40-49 Years Old,4.0,461.0,Los Angeles,South Central,Carson City
2016,50-59 Years Old,4.0,445.0,Los Angeles,South Central,Carson City
2016,60-69 Years Old,3.0,108.0,Los Angeles,South Central,Carson City
2016,70-79 Years Old,3.0,46.0,Los Angeles,South Central,Carson City
2016,80-89 Years Old,2.0,68.0,Los Angeles,South Central,Carson City
2016,90-99 Years Old,3.0,0.0,Los Angeles,South Central,Carson City
2017,0-9 Years Old,5.0,751.0,Los Angeles,South Central,Carson City
2017,10-19 Years Old,5.0,464.0,Los Angeles,South Central,Carson City
2017,20-29 Years Old,5.0,588.0,Los Angeles,South Central,Carson City
2017,30-39 Years Old,4.0,541.0,Los Angeles,South Central,Carson City
2017,40-49 Years Old,4.0,461.0,Los Angeles,South Central,Carson City
2017,50-59 Years Old,4.0,445.0,Los Angeles,South Central,Carson City
2017,60-69 Years Old,3.0,108.0,Los Angeles,South Central,Carson City
2017,70-79 Years Old,3.0,46.0,Los Angeles,South Central,Carson City
2017,80-89 Years Old,4.0,68.0,Los Angeles,South Central,Carson City
2017,90-99 Years Old,3.0,0.0,Los Angeles,South Central,Carson City
2018,0-9 Years Old,5.0,811.0,Los Angeles,South Central,Carson City
2018,10-19 Years Old,5.0,695.0,Los Angeles,South Central,Carson City
2018,20-29 Years Old,5.0,335.0,Los Angeles,South Central,Carson City
2018,30-39 Years Old,4.0,622.0,Los Angeles,South Central,Carson City
2018,40-49 Years Old,4.0,697.0,Los Angeles,South Central,Carson City
2018,50-59 Years Old,4.0,260.0,Los Angeles,South Central,Carson City
2018,60-69 Years Old,3.0,265.0,Los Angeles,South Central,Carson City
2018,70-79 Years Old,3.0,279.0,Los Angeles,South Central,Carson City
2018,80-89 Years Old,4.0,204.0,Los Angeles,South Central,Carson City
2018,90-99 Years Old,3.0,217.0,Los Angeles,South Central,Carson City
2019,0-9 Years Old,5.0,518.0,Los Angeles,South Central,Carson City
2019,10-19 Years Old,5.0,633.0,Los Angeles,South Central,Carson City
2019,20-29 Years Old,4.0,508.0,Los Angeles,South Central,Carson City
2019,30-39 Years Old,4.0,372.0,Los Angeles,South Central,Carson City
2019,40-49 Years Old,4.0,539.0,Los Angeles,South Central,Carson City
2019,50-59 Years Old,4.0,442.0,Los Angeles,South Central,Carson City
2019,60-69 Years Old,3.0,236.0,Los Angeles,South Central,Carson City
2019,70-79 Years Old,3.0,205.0,Los Angeles,South Central,Carson City
2019,80-89 Years Old,3.0,199.0,Los Angeles,South Central,Carson City
2019,90-99 Years Old,3.0,219.0,Los Angeles,South Central,Carson City
2015,0-9 Years Old,6.0,577.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,10-19 Years Old,5.0,663.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,20-29 Years Old,5.0,716.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,30-39 Years Old,5.0,473.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,40-49 Years Old,4.0,548.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,50-59 Years Old,4.0,538.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,60-69 Years Old,3.0,383.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,70-79 Years Old,3.0,145.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,80-89 Years Old,3.0,309.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,90-99 Years Old,2.0,85.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,0-9 Years Old,6.0,577.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,10-19 Years Old,6.0,663.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,20-29 Years Old,5.0,716.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,30-39 Years Old,5.0,473.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,40-49 Years Old,4.0,548.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,50-59 Years Old,4.0,538.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,60-69 Years Old,4.0,383.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,70-79 Years Old,3.0,145.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,80-89 Years Old,3.0,309.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2016,90-99 Years Old,2.0,85.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,0-9 Years Old,6.0,577.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,10-19 Years Old,5.0,663.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,20-29 Years Old,5.0,716.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,30-39 Years Old,5.0,473.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,40-49 Years Old,5.0,548.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,50-59 Years Old,4.0,538.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,60-69 Years Old,4.0,383.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,70-79 Years Old,3.0,145.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,80-89 Years Old,4.0,309.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2017,90-99 Years Old,3.0,85.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,0-9 Years Old,6.0,667.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,10-19 Years Old,5.0,653.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,20-29 Years Old,5.0,499.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,30-39 Years Old,5.0,558.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,40-49 Years Old,5.0,514.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,50-59 Years Old,4.0,298.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,60-69 Years Old,4.0,345.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,70-79 Years Old,3.0,304.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,80-89 Years Old,4.0,112.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2018,90-99 Years Old,3.0,1.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,0-9 Years Old,5.0,558.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,10-19 Years Old,5.0,564.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,20-29 Years Old,5.0,400.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,30-39 Years Old,5.0,382.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,40-49 Years Old,5.0,526.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,50-59 Years Old,4.0,326.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,60-69 Years Old,3.0,259.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,70-79 Years Old,3.0,193.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,80-89 Years Old,3.0,373.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2019,90-99 Years Old,2.0,75.0,Los Angeles,South Central,Compton City & West Rancho Dominguez
2015,0-9 Years Old,5.0,806.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,10-19 Years Old,5.0,862.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,20-29 Years Old,4.0,857.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,30-39 Years Old,4.0,888.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,40-49 Years Old,3.0,745.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,50-59 Years Old,3.0,681.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,60-69 Years Old,3.0,506.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,70-79 Years Old,3.0,409.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,80-89 Years Old,3.0,240.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,90-99 Years Old,2.0,36.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,0-9 Years Old,5.0,806.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,10-19 Years Old,5.0,862.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,20-29 Years Old,5.0,857.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,30-39 Years Old,4.0,888.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,40-49 Years Old,4.0,745.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,50-59 Years Old,3.0,681.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,60-69 Years Old,3.0,506.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,70-79 Years Old,3.0,409.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,80-89 Years Old,2.0,240.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2016,90-99 Years Old,2.0,36.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,0-9 Years Old,5.0,806.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,10-19 Years Old,5.0,862.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,20-29 Years Old,4.0,857.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,30-39 Years Old,4.0,888.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,40-49 Years Old,4.0,745.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,50-59 Years Old,3.0,681.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,60-69 Years Old,3.0,506.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,70-79 Years Old,3.0,409.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,80-89 Years Old,2.0,240.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2017,90-99 Years Old,2.0,36.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,0-9 Years Old,5.0,1001.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,10-19 Years Old,5.0,897.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,20-29 Years Old,4.0,880.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,30-39 Years Old,4.0,987.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,40-49 Years Old,4.0,803.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,50-59 Years Old,3.0,676.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,60-69 Years Old,3.0,493.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,70-79 Years Old,3.0,261.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,80-89 Years Old,2.0,286.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2018,90-99 Years Old,2.0,220.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,0-9 Years Old,5.0,908.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,10-19 Years Old,5.0,913.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,20-29 Years Old,4.0,986.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,30-39 Years Old,4.0,922.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,40-49 Years Old,4.0,892.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,50-59 Years Old,3.0,647.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,60-69 Years Old,3.0,624.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,70-79 Years Old,3.0,325.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,80-89 Years Old,2.0,763.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2019,90-99 Years Old,2.0,238.0,Los Angeles,South Central,"Gardena, Lawndale Cities & West Athens"
2015,0-9 Years Old,5.0,1073.0,Los Angeles,South Central,Hawthorne City
2015,10-19 Years Old,5.0,1004.0,Los Angeles,South Central,Hawthorne City
2015,20-29 Years Old,4.0,961.0,Los Angeles,South Central,Hawthorne City
2015,30-39 Years Old,4.0,1092.0,Los Angeles,South Central,Hawthorne City
2015,40-49 Years Old,4.0,708.0,Los Angeles,South Central,Hawthorne City
2015,50-59 Years Old,3.0,784.0,Los Angeles,South Central,Hawthorne City
2015,60-69 Years Old,3.0,844.0,Los Angeles,South Central,Hawthorne City
2015,70-79 Years Old,3.0,419.0,Los Angeles,South Central,Hawthorne City
2015,80-89 Years Old,2.0,797.0,Los Angeles,South Central,Hawthorne City
2015,90-99 Years Old,1.0,111.0,Los Angeles,South Central,Hawthorne City
2016,0-9 Years Old,4.0,1073.0,Los Angeles,South Central,Hawthorne City
2016,10-19 Years Old,5.0,1004.0,Los Angeles,South Central,Hawthorne City
2016,20-29 Years Old,4.0,961.0,Los Angeles,South Central,Hawthorne City
2016,30-39 Years Old,4.0,1092.0,Los Angeles,South Central,Hawthorne City
2016,40-49 Years Old,4.0,708.0,Los Angeles,South Central,Hawthorne City
2016,50-59 Years Old,4.0,784.0,Los Angeles,South Central,Hawthorne City
2016,60-69 Years Old,3.0,844.0,Los Angeles,South Central,Hawthorne City
2016,70-79 Years Old,3.0,419.0,Los Angeles,South Central,Hawthorne City
2016,80-89 Years Old,2.0,797.0,Los Angeles,South Central,Hawthorne City
2016,90-99 Years Old,2.0,111.0,Los Angeles,South Central,Hawthorne City
2017,0-9 Years Old,5.0,1073.0,Los Angeles,South Central,Hawthorne City
2017,10-19 Years Old,5.0,1004.0,Los Angeles,South Central,Hawthorne City
2017,20-29 Years Old,4.0,961.0,Los Angeles,South Central,Hawthorne City
2017,30-39 Years Old,4.0,1092.0,Los Angeles,South Central,Hawthorne City
2017,40-49 Years Old,4.0,708.0,Los Angeles,South Central,Hawthorne City
2017,50-59 Years Old,3.0,784.0,Los Angeles,South Central,Hawthorne City
2017,60-69 Years Old,3.0,844.0,Los Angeles,South Central,Hawthorne City
2017,70-79 Years Old,3.0,419.0,Los Angeles,South Central,Hawthorne City
2017,80-89 Years Old,3.0,797.0,Los Angeles,South Central,Hawthorne City
2017,90-99 Years Old,1.0,111.0,Los Angeles,South Central,Hawthorne City
2018,0-9 Years Old,5.0,1034.0,Los Angeles,South Central,Hawthorne City
2018,10-19 Years Old,5.0,899.0,Los Angeles,South Central,Hawthorne City
2018,20-29 Years Old,4.0,953.0,Los Angeles,South Central,Hawthorne City
2018,30-39 Years Old,4.0,978.0,Los Angeles,South Central,Hawthorne City
2018,40-49 Years Old,4.0,869.0,Los Angeles,South Central,Hawthorne City
2018,50-59 Years Old,3.0,755.0,Los Angeles,South Central,Hawthorne City
2018,60-69 Years Old,3.0,665.0,Los Angeles,South Central,Hawthorne City
2018,70-79 Years Old,3.0,523.0,Los Angeles,South Central,Hawthorne City
2018,80-89 Years Old,3.0,284.0,Los Angeles,South Central,Hawthorne City
2018,90-99 Years Old,1.0,659.0,Los Angeles,South Central,Hawthorne City
2019,0-9 Years Old,5.0,1192.0,Los Angeles,South Central,Hawthorne City
2019,10-19 Years Old,5.0,1141.0,Los Angeles,South Central,Hawthorne City
2019,20-29 Years Old,4.0,931.0,Los Angeles,South Central,Hawthorne City
2019,30-39 Years Old,4.0,1146.0,Los Angeles,South Central,Hawthorne City
2019,40-49 Years Old,4.0,996.0,Los Angeles,South Central,Hawthorne City
2019,50-59 Years Old,3.0,759.0,Los Angeles,South Central,Hawthorne City
2019,60-69 Years Old,3.0,493.0,Los Angeles,South Central,Hawthorne City
2019,70-79 Years Old,2.0,466.0,Los Angeles,South Central,Hawthorne City
2019,80-89 Years Old,2.0,240.0,Los Angeles,South Central,Hawthorne City
2019,90-99 Years Old,4.0,0.0,Los Angeles,South Central,Hawthorne City
2015,0-9 Years Old,6.0,852.0,Los Angeles,South Central,LA City (South Central/Watts)
2015,10-19 Years Old,6.0,765.0,Los Angeles,South Central,LA City (South Central/Watts)
2015,20-29 Years Old,5.0,838.0,Los Angeles,South Central,LA City (South Central/Watts)
